Run,Event,Type1,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
148864,313172902,G,5.80834,1.30378,2.6809,-4.98383,2.98112,-1.28643,1.11815,1,G,6.26854,-1.77239,2.43657,-5.49592,3.01301,-1.36207,2.19968,-1,3.10123
148864,313184070,G,8.25068,2.56204,1.64825,-7.66693,3.04643,-1.65341,0.571676,1,G,8.9897,-0.300947,-6.47197,-6.2311,6.47897,-0.854061,-1.61726,1,8.70028
148864,313270206,G,78.8653,20.0124,6.24233,-76.0281,20.9634,-1.99996,0.302359,1,T,5.34244,1.25496,1.0041,-5.09386,1.60721,-1.87069,0.674807,1,2.3177
148864,313482374,G,11.6694,-3.41138,-0.357351,11.1534,3.43005,1.89516,-3.03722,1,T,15.681,-2.94366,1.15315,15.3586,3.16147,2.28422,2.76823,-1,2.03372
148864,313486094,G,12.6982,8.43604,3.15775,-8.94963,9.00767,-0.87681,0.358171,-1,T,4.87194,2.11957,0.177451,-4.38185,2.12699,-1.4702,0.0835252,1,2.90489
148864,313541854,G,6.78291,1.90901,-4.11136,-5.04472,4.53295,-0.958996,-1.13609,1,T,7.25492,2.39322,-2.28819,-6.45441,3.31109,-1.42074,-0.762967,-1,2.31679
148864,313560670,G,18.7438,-5.06358,0.636482,18.0353,5.10342,1.97501,3.01655,-1,G,6.86628,-2.87873,1.66187,6.00714,3.32399,1.35394,2.61804,1,3.07767
148864,313654910,G,41.3267,5.67917,37.1685,17.1503,37.5999,0.44163,1.41917,-1,T,4.32885,0.0528257,1.4326,-4.08321,1.43357,-1.76934,1.53394,1,19.7681
148864,313706014,G,36.167,7.39656,-12.2918,33.2001,14.3457,1.57596,-1.02909,1,G,14.9408,-7.20046,-8.26595,10.151,10.9623,0.828062,-2.28741,-1,17.6077
148864,313719502,G,20.4762,4.5801,-4.83287,-19.3631,6.65837,-1.78897,-0.812245,-1,T,7.18884,2.50581,-0.120497,-6.73607,2.50871,-1.71386,-0.04805,1,3.07274
148864,313749846,G,27.6516,1.67831,8.95026,26.1089,9.10625,1.77557,1.38543,1,T,30.1773,0.963388,6.76773,29.3927,6.83596,2.16495,1.4294,1,3.11816
148864,313796470,G,9.43786,1.84491,-2.55758,-8.89478,3.15355,-1.76012,-0.945884,-1,G,16.3741,2.3166,2.93921,15.9403,3.7424,2.15578,0.90331,-1,24.4776
148864,313811550,G,13.9886,-5.89747,-8.62514,-9.30029,10.4486,-0.80149,-2.17054,-1,T,5.16872,-0.0475243,-1.31786,-4.99655,1.31872,-2.04221,-1.60684,-1,5.32874
148864,313810390,G,52.9973,5.12972,-13.9022,50.8834,14.8184,1.94737,-1.21731,1,T,25.8159,3.46936,-8.78166,24.027,9.44214,1.66369,-1.19455,1,3.38508
148864,313861606,G,52.5403,5.77954,-7.54675,51.6732,9.5056,2.39456,-0.917239,1,T,4.03962,1.02197,-0.0911695,3.90572,1.02603,2.04671,-0.0889738,1,2.77081
148864,313898622,G,10.1113,2.89844,3.88844,8.87162,4.84984,1.36456,0.930247,-1,G,6.3431,-0.2962,2.98513,5.58794,2.99979,1.38053,1.6697,1,2.76584
148864,313897782,G,11.5056,2.4245,-5.22149,-9.96126,5.75692,-1.31609,-1.13609,1,G,14.0152,4.49225,-2.69846,-12.9981,5.24042,-1.63991,-0.540929,-1,3.68929
148864,313944942,G,5.59929,-0.390942,4.13825,3.75006,4.15668,0.810484,1.66499,-1,G,13.4368,-2.25367,-7.67436,10.7963,7.99842,1.10846,-1.85643,-1,11.4576
148864,313980158,G,6.28197,0.18885,-4.92332,3.8958,4.92694,0.725401,-1.53246,-1,G,5.79427,5.76065,-0.542447,0.288213,5.78613,0.0497905,-0.0938873,-1,7.94094
148864,313990902,G,9.80145,2.2347,-4.10441,8.61494,4.67334,1.37134,-1.07222,-1,T,13.3506,4.83134,-2.51594,12.1884,5.44718,1.54509,-0.480112,1,3.07948
148864,313991334,G,6.85601,0.935787,-3.02294,6.08111,3.16447,1.40805,-1.27059,-1,G,7.67116,5.39026,3.10668,4.48655,6.22145,0.669902,0.522849,-1,7.70308
148864,314031310,G,14.7898,1.56464,-4.50612,-13.9991,4.77003,-1.79762,-1.23659,1,G,12.0112,2.05543,-5.67596,-10.3835,6.03666,-1.31095,-1.22336,-1,2.64686
148864,314033486,G,39.4555,7.0011,-7.13782,38.1675,9.99819,2.04946,-0.795067,1,T,10.1869,0.667561,-1.89114,9.98696,2.00551,2.30846,-1.23146,-1,2.27584
148864,314045614,G,25.3754,-4.56805,-1.58746,24.9101,4.83602,2.34162,-2.80713,-1,G,8.02099,4.26224,-3.35954,5.90524,5.42708,0.942323,-0.66751,1,11.8814
148864,314064494,G,9.43483,1.04631,-4.25973,-8.35253,4.38635,-1.39996,-1.32994,-1,G,6.16472,1.7924,-4.0195,-4.3155,4.40104,-0.867563,-1.15133,-1,2.50261
148864,314092046,G,15.127,-9.33257,-11.5629,2.83145,14.8592,0.189417,-2.24986,1,T,19.6533,-12.6765,-14.9606,1.31562,19.609,0.0670425,-2.27374,1,2.14019
148864,314093174,G,8.17241,-0.484994,4.60528,6.733,4.63074,1.16896,1.67572,-1,G,5.84518,-5.80242,0.178591,0.6746,5.80516,0.115947,3.11082,-1,8.89963
148864,314103158,G,13.928,0.209515,4.0406,13.3269,4.04602,1.90748,1.51899,1,G,9.8235,1.00008,-4.89478,8.4576,4.9959,1.29722,-1.36926,-1,9.34742
148864,314114254,G,5.47265,-1.33841,-4.97392,1.84595,5.15084,0.351119,-1.83366,1,G,6.75646,0.614449,6.32337,-2.29696,6.35315,-0.3541,1.47393,-1,12.1245
148864,314135422,G,7.99809,3.17797,-4.63727,-5.68811,5.62173,-0.889698,-0.969997,-1,G,13.7511,2.48205,-5.27973,12.4517,5.83405,1.50214,-1.13135,-1,17.2307
148864,314156798,G,11.962,4.54613,-0.616589,-11.0467,4.58776,-1.61246,-0.134807,1,G,6.81428,2.55947,-2.39346,-5.84326,3.50422,-1.28422,-0.751892,-1,2.77958
148864,314182607,G,5.0539,2.2728,0.488861,-4.48622,2.32478,-1.41176,0.211864,-1,T,5.77433,-1.22864,-0.253495,-5.63542,1.25452,-2.20763,-2.93813,-1,3.6956
148864,314209751,G,13.2523,-1.93307,-2.52907,-12.8639,3.18323,-2.10464,-2.22341,1,G,14.4076,-4.53332,-4.17376,-13.023,6.16208,-1.49323,-2.39747,1,2.86383
148864,314235631,G,6.81357,-4.10327,1.46184,-5.2383,4.3559,-1.01762,2.79935,-1,T,2.98499,0.809315,0.756421,-2.7698,1.10777,-1.64735,0.751629,1,4.01387
148864,314261647,G,12.4846,-3.24089,-0.0589918,-12.056,3.24143,-2.0243,-3.12339,-1,G,15.7818,2.79298,-2.7652,15.2842,3.93028,2.06739,-0.780401,1,27.9355
148864,314317759,G,17.698,-0.326737,-4.04939,-17.2251,4.06255,-2.15133,-1.65131,1,T,4.74614,-1.66858,-0.949926,-4.33915,1.92003,-1.55419,-2.62405,-1,3.1223
148864,314386095,G,4.74106,0.773879,-3.277,-3.33599,3.36714,-0.874817,-1.33889,1,T,12.5867,-1.68123,-8.04739,-9.53037,8.22113,-0.989624,-1.77675,1,2.37578
148864,314398463,G,4.99101,1.89441,4.59511,0.44189,4.97029,0.0887895,1.17976,1,G,4.60332,3.08048,2.44509,2.3899,3.93291,0.575388,0.670911,-1,3.11744
148864,314409871,G,11.1674,-9.85695,-3.5196,3.89267,10.4665,0.363838,-2.79864,-1,T,4.64825,-3.96079,0.462258,2.38611,3.98768,0.567428,3.02541,-1,3.23029
148864,314487079,G,28.3267,7.03083,-6.37329,26.6896,9.48954,1.75744,-0.736382,1,T,2.90673,-0.727654,-1.16963,2.55742,1.37751,1.37758,-2.12732,-1,4.84853
148864,314547519,G,13.3982,-0.0621022,5.36092,12.2784,5.36128,1.56636,1.58238,-1,G,17.6566,-7.57872,-8.21486,13.6683,11.1768,1.03056,-2.31594,1,14.9881
148864,314559655,G,19.8794,2.77374,-2.98407,19.4571,4.0741,2.2675,-0.821912,1,G,5.07171,-4.43838,-0.603302,2.37653,4.4792,0.508387,-3.00649,1,11.4108
148864,314579031,G,7.47596,-3.01181,4.33854,-5.29007,5.28147,-0.882524,2.17762,1,G,6.23694,2.68855,-5.6102,0.430877,6.22114,0.0692048,-1.12391,1,12.7558
148864,314614407,G,6.95192,-4.80096,1.90651,4.65124,5.16566,0.809176,2.76358,-1,G,4.09761,3.49148,1.98,-0.817549,4.01384,-0.2023,0.515873,-1,9.5171
148864,314614591,G,7.97809,-3.8348,-3.61394,-5.98937,5.26937,-0.97477,-2.38584,1,T,5.61201,-0.158765,-1.82228,-5.30449,1.82919,-1.78631,-1.6577,1,3.41155
148864,314583575,G,19.7208,-19.2063,-3.74699,-2.44487,19.5684,-0.124617,-2.94892,1,T,5.31851,0.669602,-1.06921,5.16563,1.26158,2.1174,-1.01129,-1,15.8984
148864,314658111,G,12.0213,2.81456,-7.25715,-9.1604,7.78383,-1.00107,-1.20082,1,T,3.74909,-0.983195,-0.603433,3.56563,1.1536,1.84679,-2.59113,-1,12.3394
148864,314662871,G,7.71346,-3.55762,3.26206,-6.01569,4.82677,-1.04529,2.39951,-1,G,11.8441,0.570601,-3.53997,11.2878,3.58566,1.86425,-1.41098,-1,18.5931
148864,314685615,G,213.98,-16.1922,-47.194,-208.082,49.8945,-2.13524,-1.90131,1,T,4.70902,0.699737,-1.29947,-4.47051,1.47589,-1.82758,-1.07684,1,7.40534
148864,314689319,G,3.6154,-3.29119,1.15661,0.943567,3.4885,0.267285,2.80365,1,T,7.74449,-5.28294,4.73703,3.10114,7.0957,0.424207,2.41062,1,2.10639
148864,314726807,G,7.44992,0.751202,-3.47912,6.54382,3.5593,1.36899,-1.35814,1,G,4.53886,-0.97333,4.41409,-0.398121,4.52013,-0.0879637,1.78783,-1,10.2488
148864,314748167,G,19.5502,-0.0274205,5.34224,-18.8058,5.34231,-1.97125,1.57593,-1,G,3.83448,-0.842871,3.70015,-0.53906,3.79493,-0.141574,1.79477,1,9.49194
148864,314748871,G,6.50891,0.810779,3.00508,-5.7155,3.11253,-1.36793,1.30727,-1,G,6.13262,0.357741,-4.54215,-4.1035,4.55622,-0.80934,-1.4922,1,7.72448
148864,314776703,G,5.83456,3.90951,3.2473,-2.86386,5.08225,-0.537278,0.693131,1,G,5.72386,4.48288,3.55366,-0.163124,5.72056,-0.0285116,0.670285,1,2.7837
148864,314818551,G,15.3136,-5.23106,-14.1229,-2.77035,15.0606,-0.182925,-1.92552,-1,T,3.47769,0.258568,0.726406,-3.38949,0.771053,-2.18652,1.22883,-1,10.5346
148864,314814415,G,26.8232,-1.71412,9.32804,25.0903,9.48422,1.69994,1.75253,1,T,3.68042,0.761272,0.592992,3.55009,0.964974,2.01375,0.661773,-1,3.29619
148864,314821607,G,8.09952,1.6219,3.13675,7.28844,3.53125,1.47189,1.09359,-1,G,9.18482,-1.94206,-3.60476,8.22094,4.09462,1.44709,-2.06496,1,7.60829
148864,314862887,G,8.55317,-1.82844,4.08616,-7.28736,4.4766,-1.26367,1.99155,-1,G,8.10848,5.61502,-2.3575,5.35258,6.08984,0.793128,-0.397505,1,16.0169
148864,314894143,G,7.09417,4.51059,-1.67419,-5.21227,4.81127,-0.939098,-0.355408,1,G,23.4206,-8.7829,5.66634,20.9587,10.4521,1.44596,2.56863,-1,25.4757
148864,314897327,G,25.6924,-1.57085,-17.8105,18.4502,17.8796,0.903759,-1.65877,-1,T,6.54406,-0.486523,5.07567,-4.10055,5.09893,-0.735943,1.66636,-1,25.8239
148864,314922727,G,11.5717,-2.87921,2.85576,-10.8374,4.05527,-1.70943,2.36028,-1,G,8.52473,-4.18258,1.94474,-7.16825,4.61259,-1.22438,2.70637,1,2.59838
148864,314912807,G,10.3348,-3.97591,-3.51591,8.86721,5.3075,1.28587,-2.41752,1,G,3.89978,3.6125,1.26663,0.736604,3.82813,0.191251,0.337232,1,10.2566
148864,314927919,G,10.3031,-1.83918,-6.32624,7.92084,6.58817,1.01743,-1.85372,1,G,8.37787,0.757385,-3.45611,7.59336,3.53813,1.50715,-1.35506,1,3.38009
148864,314935799,G,8.55334,2.30829,-2.88982,-7.71163,3.69855,-1.48103,-0.89681,1,G,10.9934,0.224102,-5.31823,9.61823,5.32294,1.3538,-1.52868,1,17.4544
148864,314937399,G,10.9934,-3.91465,1.80071,10.1132,4.30895,1.58887,2.71046,-1,T,3.72223,3.67879,0.144855,-0.537924,3.68164,-0.145595,0.0393555,1,11.0011
148864,314978071,G,22.5772,7.78713,0.477282,-21.1861,7.80174,-1.72444,0.0612146,1,G,22.0869,6.67958,11.4064,-17.6945,13.2183,-1.10179,1.04103,-1,11.5182
148864,315015615,G,15.0427,3.30231,1.03039,-14.6391,3.45933,-2.14945,0.302448,1,G,10.5001,-0.680793,4.17627,9.60919,4.23139,1.55863,1.73239,-1,24.3547
148864,315018951,G,6.54441,-1.24491,0.19515,6.42108,1.26011,2.33103,2.9861,1,G,11.3387,10.0804,1.50645,4.9669,10.1924,0.469838,0.148346,-1,10.4478
148864,315128471,G,6.38087,-4.1108,1.23804,4.71943,4.29318,0.949865,2.84907,-1,G,8.93017,7.23364,-4.25913,3.04485,8.39439,0.355207,-0.53214,1,12.4605
148864,315117359,G,10.8169,2.17467,3.69348,9.9309,4.28614,1.57703,1.03866,1,G,6.60623,-3.98791,-4.87539,1.98955,6.29864,0.310841,-2.2564,1,12.5213
148864,315181255,G,17.8215,0.772791,-3.9476,-17.3612,4.02254,-2.16863,-1.37748,-1,G,7.40717,-0.590266,-3.87406,-6.28476,3.91877,-1.25097,-1.722,1,4.01731
148864,315228631,G,8.59163,-3.69053,-0.357033,7.74968,3.70776,1.48323,-3.04515,1,G,6.29719,-5.45191,-2.11416,2.33463,5.84748,0.389343,-2.77166,-1,5.5039
148864,315237311,G,17.0187,0.749005,4.32319,-16.4431,4.38759,-2.03161,1.39925,1,G,20.8848,-2.00856,6.98561,-19.5788,7.26864,-1.71683,1.85077,-1,3.10221
148864,315266439,G,14.6136,-2.0036,-4.89002,13.6243,5.28458,1.67586,-1.95966,-1,G,4.10455,-3.33797,-1.65454,-1.71948,3.72553,-0.446549,-2.68141,-1,11.7168
148864,315265847,G,11.8268,2.41496,3.21751,-11.121,4.02299,-1.74118,0.926931,1,G,25.1058,5.52504,-16.6509,-17.9586,17.5436,-0.897999,-1.25041,1,16.5799
148864,315275295,G,54.2176,-15.7028,-1.35849,-51.876,15.7615,-1.90675,-3.05529,-1,T,6.7767,-2.24791,-1.20946,-6.27668,2.55262,-1.63186,-2.64798,1,3.12339
148864,315319615,G,8.97174,3.25537,-4.01724,7.33112,5.17065,1.1483,-0.889776,1,G,5.22425,2.75039,-3.64833,2.53113,4.56891,0.528974,-0.924819,-1,3.07114
148864,314190264,G,18.6786,3.75266,0.98029,18.2711,3.87859,2.25408,0.255515,-1,G,12.3138,5.08354,1.66582,11.0906,5.34951,1.4759,0.316662,1,3.65182
148864,314195032,G,23.9935,14.018,-9.55746,-16.9655,16.9661,-0.881348,-0.598407,1,T,4.35987,-0.812845,0.63261,-4.23513,1.03001,-2.12147,2.48025,1,10.0209
148864,314230464,G,8.40653,-2.77485,-3.46477,-7.13822,4.43897,-1.25326,-2.24607,1,G,6.20069,0.84178,-5.13616,3.36878,5.20469,0.608924,-1.40835,1,11.0204
148864,314257616,G,6.01856,-2.44589,-2.84556,-4.7045,3.75228,-1.04995,-2.28081,-1,G,20.7768,-3.90084,-1.52324,-20.3502,4.1877,-2.28451,-2.76931,-1,5.55788
148864,314285720,G,11.8676,0.996276,2.93073,-11.4563,3.09544,-2.01953,1.24311,1,T,6.7429,1.70622,0.27031,-6.517,1.7275,-2.03801,0.157121,-1,2.40015
148864,314323752,G,5.97398,2.82797,3.99481,3.42364,4.89448,0.65225,0.954781,-1,G,5.12891,-0.10887,3.53653,3.71155,3.53821,0.915596,1.60157,1,2.87201
148864,314321456,G,29.6045,3.79192,-6.25825,-28.6857,7.3174,-2.07518,-1.02604,1,G,10.0287,-1.71642,3.01576,-9.40863,3.47,-1.72301,2.08822,1,10.2366
148864,314362112,G,14.288,5.0478,-3.49261,12.9018,6.13829,1.48828,-0.605273,1,G,7.67829,3.24924,-0.361931,6.94668,3.26934,1.49809,-0.110932,-1,2.20365
148864,314395128,G,24.2595,-6.26175,-6.53865,-22.5067,9.05336,-1.64202,-2.33457,1,G,6.90448,3.84019,3.40395,4.61809,5.13166,0.808809,0.725251,-1,25.2092
148864,314438648,G,8.11061,1.92539,-3.65985,6.97634,4.13541,1.2942,-1.0865,1,G,14.3594,5.33654,-2.8563,13.0209,6.05286,1.50928,-0.491436,-1,3.13302
148864,314456736,G,21.1274,-14.148,-0.407424,15.6851,14.1539,0.955838,-3.1128,1,T,2.99132,-0.454749,0.661048,2.87977,0.80236,1.98992,2.17337,1,4.87362
148864,314492704,G,19.5428,-4.10059,1.75733,19.0264,4.46128,2.15701,2.73671,-1,G,8.50097,0.393402,5.91644,6.09067,5.9295,0.900463,1.5044,-1,9.10778
148864,314530568,G,11.7393,-3.64763,-0.015131,-11.1577,3.64766,-1.8369,-3.13744,-1,G,43.1944,10.6513,0.976593,-41.849,10.6959,-2.0733,0.0914324,-1,12.5706
148864,314627912,G,6.39757,-2.06613,-2.21054,-5.63581,3.02579,-1.38044,-2.32244,-1,G,4.27835,4.00476,0.54063,1.40096,4.04109,0.340086,0.134186,-1,9.46015
148864,314657008,G,7.26321,4.19476,-2.59432,5.33072,4.93219,0.937371,-0.553888,-1,G,23.9353,10.0388,0.300393,21.726,10.0433,1.51434,0.0299143,1,5.78134
148864,314669800,G,38.4609,-5.30919,-10.3318,-36.6647,11.6161,-1.86677,-2.04548,-1,T,4.20828,0.464198,-0.88148,-4.0873,0.996236,-2.11933,-1.08609,1,3.27521
148864,314686664,G,7.24584,0.764648,-6.24468,3.5931,6.29132,0.543903,-1.44896,1,G,5.41076,1.42055,3.55998,-3.81756,3.83294,-0.878535,1.19112,1,12.172
148864,314702896,G,9.93787,1.80529,3.54281,-9.10711,3.97625,-1.56643,1.09953,1,G,13.6337,-0.305162,-7.38095,11.4584,7.38726,1.22278,-1.61212,1,23.0891
148864,314731960,G,9.91104,4.47504,-1.26133,8.75218,4.6494,1.38979,-0.274732,-1,G,9.16311,-4.14324,-1.0131,8.10917,4.2653,1.39856,-2.90178,1,8.61597
148864,314742152,G,48.4416,-12.2468,-8.25755,46.1347,14.7707,1.85676,-2.54835,-1,T,5.7712,-1.75943,-0.28881,5.48786,1.78297,1.84281,-2.97889,-1,2.2202
148864,314778704,G,28.8365,5.10426,-1.72522,-28.3284,5.38793,-2.36177,-0.325941,1,G,4.95934,-4.44334,2.07745,0.72445,4.905,0.147164,2.70425,-1,19.4837
148864,314783880,G,9.47984,4.60058,0.764349,-8.25268,4.66364,-1.33557,0.164638,1,G,11.8043,-6.38258,1.789,9.76692,6.62856,1.17995,2.86831,1,21.0006
148864,314794848,G,32.2233,7.62997,-14.8328,-27.5699,16.6802,-1.27667,-1.0957,-1,T,6.57273,2.49403,-0.720663,-6.03739,2.59606,-1.58044,-0.281294,1,5.59231
148864,314817688,G,7.51293,3.0566,-0.325496,-6.8545,3.07389,-1.54197,-0.10609,1,G,10.0854,7.03085,0.0453337,-7.22969,7.031,-0.901216,0.00644774,-1,3.08223
148864,314828280,G,69.309,1.67593,19.5795,-66.4648,19.6511,-1.93286,1.48541,1,T,3.13879,-0.596597,0.363518,-3.05823,0.698623,-2.18242,2.59435,1,4.04364
148864,314847144,G,7.59565,0.376447,-3.27828,-6.84061,3.29982,-1.47582,-1.45647,1,G,21.665,-4.32218,-1.68291,21.1624,4.63826,2.22283,-2.77029,1,24.7162
148864,314855432,G,14.6645,-2.94957,1.11792,14.3209,3.15431,2.21801,2.77931,-1,G,11.544,6.37449,-1.56662,9.49554,6.56418,1.16476,-0.240988,1,10.3796
148864,314853552,G,10.5056,-3.60612,1.13924,-9.8007,3.78179,-1.68071,2.8356,-1,G,7.22658,4.24448,2.07304,-5.46801,4.72367,-0.988528,0.454332,1,8.40053
148864,314964344,G,20.9061,-1.30338,4.74627,20.3182,4.92198,2.12531,1.8388,-1,G,8.45361,0.65174,3.4249,7.7005,3.48636,1.53328,1.38275,1,3.12319
148864,314973792,G,23.6892,0.132832,6.26706,-22.8445,6.26846,-2.00464,1.5496,-1,G,7.58778,2.90007,2.84395,6.40818,4.06183,1.23708,0.775627,-1,24.8171
148864,314977800,G,37.689,0.0301913,-12.4169,35.5847,12.4169,1.77514,-1.56836,-1,T,3.4348,-0.677279,-0.343152,3.34817,0.75925,2.1896,-2.67263,-1,3.48752
148864,315003008,G,103.171,42.223,-6.49285,-93.9114,42.7193,-1.52897,-0.15258,1,T,3.23733,0.24217,-1.17344,-3.00558,1.19817,-1.65037,-1.36728,1,8.23503
148864,315019960,G,45.3437,7.99606,-0.15028,44.6327,7.99747,2.42042,-0.018792,1,G,12.9464,9.73141,2.41575,-8.18915,10.0268,-0.745678,0.243324,1,41.8355
148864,315024200,G,14.665,-5.11027,1.13276,13.6987,5.23431,1.68986,2.92346,1,G,6.81235,-2.52133,1.91801,6.03002,3.16794,1.3996,2.49127,-1,2.12316
148864,315050008,G,5.65168,3.60846,1.15115,-4.19335,3.78763,-0.955125,0.308809,1,T,8.72781,-0.730712,-3.12544,8.11549,3.20972,1.65773,-1.80047,1,13.3868
148864,315071856,G,7.5091,1.03051,3.23586,6.69647,3.39598,1.43099,1.26249,1,G,6.63846,-2.10359,3.41954,5.2858,4.01476,1.08853,2.12229,-1,3.3366
148864,315072880,G,8.90312,-3.06359,2.70197,-7.91001,4.08488,-1.41483,2.41883,1,G,11.153,2.62922,-4.08792,10.0377,4.86045,1.47241,-0.999238,1,19.89
148864,315085040,G,58.4384,-5.21824,16.9039,55.6961,17.691,1.86432,1.87022,1,T,6.13788,0.72068,1.74325,5.83987,1.88635,1.84833,1.17878,-1,3.93281
148864,315153944,G,12.9968,4.3229,0.280605,-12.2532,4.332,-1.76278,0.0648203,-1,G,11.9046,5.70296,2.41366,-10.1666,6.1927,-1.27088,0.40037,1,3.10806
148864,315164688,G,16.6759,-4.09136,0.291708,-16.1633,4.10175,-2.0802,3.07041,-1,G,6.26216,4.40169,0.0460283,4.45269,4.40193,0.889505,0.0104566,-1,19.7182
148864,315161720,G,16.9978,-7.1835,-0.526695,-15.396,7.20278,-1.50349,-3.0684,1,G,4.30619,3.03256,2.09676,2.22245,3.68684,0.57123,0.604943,-1,16.1439
148864,315230456,G,6.59478,-2.25021,-3.17231,-5.32475,3.88934,-1.11987,-2.18776,-1,T,3.75035,0.901243,-0.202608,3.63328,0.923737,2.07839,-0.221133,1,9.53682
148864,315248176,G,8.88202,-5.63923,0.500147,6.8431,5.66137,1.02155,3.05313,1,G,4.9643,-3.64716,3.05945,-1.40397,4.76046,-0.290807,2.4436,-1,7.95164
148864,315261456,G,10.7596,-9.79136,2.84046,-3.43781,10.195,-0.33112,2.85924,-1,G,15.2789,-13.8558,0.686533,-6.40132,13.8728,-0.446449,3.09208,1,3.09233
148864,315252072,G,22.3644,-8.81096,10.2926,-17.7929,13.5488,-1.0865,2.27879,-1,T,7.59018,-1.09323,1.4794,7.36314,1.8395,2.09539,2.2072,-1,23.491
148864,315278128,G,17.4304,-16.6234,-1.809,4.91915,16.7216,0.290094,-3.0332,-1,T,2.93917,0.169734,1.31638,2.62028,1.32727,1.43203,1.44256,-1,9.33332
148864,315299592,G,12.128,8.87098,-6.02825,-5.66073,10.7254,-0.505927,-0.596867,1,G,3.92004,-1.11524,-3.75423,-0.132516,3.91638,-0.0338299,-1.85956,-1,8.25412
148864,315313776,G,15.7973,-2.00952,15.1072,-4.15641,15.2403,-0.269452,1.70304,1,T,3.49576,-3.27157,1.05702,0.623478,3.43809,0.180365,2.82909,1,8.40037
148864,314196177,G,4.40717,-3.42519,2.76759,0.14342,4.40357,0.0325632,2.46199,-1,G,4.69843,-4.05262,1.5164,1.8278,4.32703,0.410765,2.78354,1,2.18085
148864,314211049,G,20.5293,3.00912,-3.7862,19.9512,4.83634,2.12466,-0.899259,-1,G,7.9531,-4.60348,1.67614,6.26412,4.89913,1.06535,2.79241,1,10.8171
148864,314240449,G,11.2214,1.24443,1.88948,-10.9905,2.26246,-2.28415,0.988393,1,G,5.54995,0.177167,3.80181,-4.03803,3.80593,-0.923845,1.52423,1,4.58383
148864,314241913,G,5.29866,-3.18199,-2.32372,3.54117,3.94015,0.80793,-2.51084,-1,G,4.10608,0.555227,4.03067,-0.542348,4.06873,-0.132905,1.43391,1,8.34521
148864,314246297,G,16.1671,0.542869,5.37919,-15.2359,5.40652,-1.75929,1.47022,1,G,8.00704,1.02083,-6.50723,-4.55142,6.58682,-0.645269,-1.41519,-1,13.7525
148864,314241449,G,24.6333,-8.83535,-5.52598,22.3202,10.4211,1.50532,-2.58268,-1,T,6.25131,-0.541086,-2.40932,5.74196,2.46933,1.58032,-1.79171,1,3.9359
148864,314247577,G,17.796,1.22975,-3.76568,17.3492,3.96139,2.18288,-1.25515,-1,T,6.81852,2.4526,-0.754839,6.31633,2.56613,1.63281,-0.298571,1,3.43857
148864,314269489,G,12.6349,-10.0291,-6.54366,-4.02812,11.9751,-0.330334,-2.56349,-1,T,3.57752,-3.3493,0.33393,-1.20755,3.36591,-0.351476,3.04222,-1,4.2292
148864,314387049,G,5.61047,4.27688,3.31399,-1.4805,5.41057,-0.270327,0.659224,1,G,5.83231,-5.3225,0.467834,-2.33599,5.34302,-0.424352,3.05392,1,10.0487
148864,314383937,G,7.45268,1.92979,-2.53697,-6.73579,3.18752,-1.49313,-0.920505,1,G,6.28407,5.45393,-2.99726,-0.865727,6.22326,-0.138667,-0.502504,-1,6.76522
148864,314396537,G,11.8083,-0.0572307,-6.03716,10.1476,6.03743,1.29103,-1.58028,1,T,3.95683,-1.87416,0.27792,3.47212,1.89465,1.36616,2.99437,-1,5.11301
148864,314456089,G,15.3549,-2.71766,9.02675,-12.1199,9.42697,-1.06968,1.86323,-1,T,5.37683,-2.94479,0.00263891,-4.49748,2.94479,-1.20979,3.1407,1,6.3302
148864,314485121,G,13.6103,-0.719412,-4.85386,-12.6945,4.90689,-1.6791,-1.71794,-1,G,7.39939,-0.709498,4.79603,-5.58879,4.84823,-0.985368,1.71767,1,10.2509
148864,314544801,G,24.6447,-5.4604,3.09785,23.8314,6.27795,2.04402,2.62554,-1,G,9.74808,-4.41632,1.41677,8.57338,4.638,1.37376,2.83116,1,3.85485
148864,314568217,G,19.9923,3.38164,1.43983,-19.6512,3.67541,-2.37826,0.40253,1,T,5.04337,1.60641,-3.38344,-3.37583,3.74542,-0.809849,-1.12752,1,8.23888
148864,314571905,G,6.38834,3.16939,0.553027,-5.51805,3.21727,-1.30847,0.172751,-1,G,6.10746,3.20728,4.87966,-1.78669,5.83932,-0.301391,0.989324,1,5.71052
148864,314622193,G,18.1021,14.8483,-1.40683,10.258,14.9148,0.64262,-0.0944649,-1,T,12.9084,9.41261,-1.46338,8.71068,9.52569,0.819562,-0.154235,-1,2.239
148864,314709449,G,9.38514,-8.87784,1.42684,2.68659,8.99177,0.294507,2.98224,1,G,13.6299,-13.4278,2.27042,0.550595,13.6183,0.0404194,2.97409,1,2.82889
148864,314721929,G,19.4717,4.63875,-1.32203,-18.8645,4.82346,-2.07289,-0.277637,1,G,7.28059,-1.97803,-6.09734,3.45046,6.41016,0.515187,-1.88449,-1,20.3952
148864,314737473,G,7.1417,0.813499,3.05218,-6.4043,3.15873,-1.45586,1.31032,-1,G,27.5466,3.16402,-5.65478,26.7734,6.47978,2.1262,-1.06067,1,27.6728
